Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year
Cape-Stone,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadym,2019,14122,12231,14621,15463,19489,20090,21509,22898,20259,17581,15908,17652,211823
Nazran (Magas),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nalchik,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Naryan-Mar,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelkan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerungri (Chulman),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nes,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nižneangarsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhnevartovsk,2019,46586,40438,50549,53472,60361,79447,91839,88323,69777,58135,52771,62882,754580
Kazan,2019,53622,48178,56492,59711,73273,79505,82972,80890,71631,67482,53788,66140,793684
Nizhny Novgorod (Strigino),2019,61818,53821,67102,76634,101102,122324,129924,132268,124669,102303,73845,95074,1140884
lower Pesha,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolaevsk-on-Amur,2019,2501,2439,3261,3396,3501,4043,4769,5128,4288,3819,3607,3705,44457
Nikolskoye,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Novokuznetsk (Spichenkovo),2019,18004,17502,19156,17187,18704,24419,28536,28390,22849,19583,20405,21340,256075
Novosibirsk (Tolmachyovo),2019,442780,393826,457416,468201,516654,624868,703824,716701,635598,566197,515873,549267,6591205
New Urengoy,2019,74970,67742,78280,77484,84474,84834,87221,91628,85727,79203,77390,80814,969767
Nogliki,2019,2867,2977,3065,3755,4093,7895,10048,9646,4138,4370,3533,5126,61513
Norilsk,2019,32173,26142,32352,36850,47962,50396,59999,62593,51623,41117,36290,43409,520906
Noyabrsk,2019,14737,14303,16846,17019,19166,21270,24636,23852,19647,18307,17924,18882,226589
Нюрба,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Luengo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Olekminsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
SUV,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
ohm,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Omolon,2019,141,83,55,97,118,155,154,119,146,128,96,117,1409
Omsk (central),2019,85810,75014,87666,92955,111009,132581,155607,152923,135760,109576,101913,112801,1353615
Omsukçan,2019,433,395,560,800,671,682,845,785,896,865,663,690,8285
Orenburg (central),2019,47483,39077,47775,52789,68700,79764,93434,96226,80390,69230,52768,66149,793785
Ossora,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Okha,2019,1774,2061,2533,2464,2973,4632,5706,5876,4725,3446,2937,3557,42684
Okhotsk,2019,1682,1708,2110,2292,2239,2872,3155,3441,3136,3026,2237,2536,30434
Palana,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahachi,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevek,2019,904,1514,1683,2262,2001,1918,1966,2192,2976,2008,2330,1978,23732
Penza,2019,12472,12875,13686,14100,14372,17336,19065,18747,17007,15974,15375,15546,186555
Perm (Bolshoye Savino),2019,98582,95138,108455,104099,120976,153231,169785,166807,149093,127804,113068,127913,1534951
Petrozavodsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Petropavlovsk (Yelizovo),2019,42810,36869,44982,49201,59749,76128,95580,103159,84519,61738,50965,64155,769855
Pechora,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
pioneer,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Plast,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Podkamyennaya Tunguska,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline Osipenko,2019,0,0,7,0,0,0,0,0,0,0,0,1,8
Polar,2019,4160,3916,4703,4798,5977,6422,7796,8391,6706,5065,5343,5752,69029
Providence (Providence Harbor),2019,265,193,251,590,522,637,735,788,604,521,268,489,5863
Pskov (crosses),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabetta,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakkırır,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Salekhard,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Kurumoch),2019,191566,172693,209237,213873,280316,295448,321047,318637,298567,270058,216584,253457,3041483
Sangar,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Petersburg (Pulkovo),2019,1230150,1082934,1331310,1426644,1708252,1988483,2206477,2221090,1954843,1710904,1374406,1657772,19893265
Saransk,2019,7405,6304,7509,8858,9095,9290,8106,7763,7718,7014,6215,7752,93029
Saratov (Gagarin),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratov (central),2019,32725,33512,39205,41802,39784,48965,56743,35232,0,0,0,29815,357783
Saskılah,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Svetlogorsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
North-Yenisei,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
North Even,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymçan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Simferopol,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
sheaf,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Sobolevo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Sovetskaya Gavan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Soviet,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Solovki,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Sochi,2019,413452,417075,477847,463995,519988,721838,854954,878955,776591,508641,370989,582211,6986536
Среднеколымск,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Stavropol (Shpakovskoye),2019,29930,28121,33045,31157,33950,39544,42555,41897,38159,33395,31068,34802,417623
Stary Oskol,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Strezhevoy,2019,2299,2503,3117,3034,4565,1838,3289,3663,3089,3044,3130,3052,36623
Samsearn,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Surgut,2019,127721,110460,134166,133024,150656,179929,208997,207784,166934,150701,145244,155965,1871581
Syktyvkar,2019,31805,30755,36800,36122,47431,58210,68198,68066,54139,45454,36405,46671,560056
Taz,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Таксимо,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Talakan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Tambov,2019,396,896,940,890,916,2561,3417,3893,1848,1033,854,1604,19248
Tarko-Sale,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigil,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiksi,2019,995,953,1161,1369,1448,1894,2128,2236,1629,1400,1040,1478,17731
Tilichiki,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobolsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolka,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomsk (Bogashevo),2019,47751,47353,55743,56864,59789,66550,77816,81067,67911,63937,53989,61706,740476
Tugur,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel (Mountain),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Turukhansk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2019,19,44,68,65,53,110,293,44,74,61,30,78,939
Tyumen (Plekhanovo),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Roschino),2019,134509,118561,141915,145488,167938,209724,234774,236084,202455,164080,137855,172126,2065509
Uda,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulan Ude (Mukhino),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (Barataevka),2019,18608,18076,21446,27100,32769,32087,36819,37371,34203,30332,27402,28747,344960
Ulyanovsk (East),2019,53,18,43,239,0,39,2,31,0,64,0,44,533
Nyagan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Flora,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Urengoy,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kamchatsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kara,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kuyga,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kut,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Maya,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Nera,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Khairyuzovo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Ufa,2019,236704,204548,245798,253361,322258,339687,366716,367994,339334,321862,275884,297650,3571796
Ukhta,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk (MVL),2019,0,0,48,0,0,13,0,0,0,0,0,6,67
Khabarovsk (New),2019,141254,128994,152419,164033,175046,210702,247379,247465,213725,180537,160267,183802,2205623
royal,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Khanty-Mansiysk,2019,21471,20900,26027,33069,33827,40034,44091,45641,36467,34738,34932,33745,404942
Harwell,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Khatanga,2019,0,0,0,0,1635,2123,2240,2802,1696,1839,1452,1253,15040
Herpuchi,2019,41,40,51,55,66,88,88,143,69,76,85,73,875
Honuu (Girl),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Khorey Vere,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
remedy,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheboksary,2019,21495,22216,31409,32802,36690,39573,40524,39563,36630,33459,30527,33172,398060
Chyegdomyn,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelyabinsk (Balandino),2019,107311,93833,109607,116719,146799,173754,185390,189654,170800,160682,127001,143777,1725327
Cherepovets,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherskiy,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Chizha,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Reads (tub),2019,27403,23084,28171,30599,35745,45364,52440,53527,44100,40849,36907,38017,456206
Çokurdah,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Çumikan,2019,220,222,238,282,193,440,369,401,440,347,327,316,3795
Shakhtars'k,2019,20,0,0,210,301,357,640,793,424,277,286,301,3609
Şoyna,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Shushenskoe,2019,42,22,174,28,266,224,155,145,63,126,30,116,1391
Egvekinot (Bay Cross),2019,345,263,401,674,966,1039,1196,1168,1187,813,521,779,9352
Ekimçan,2019,5,0,8,0,52,13,89,279,16,6,0,43,511
Elista,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
South kurilsk (Mendeleevo),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuzhno-(Khomutovo),2019,75603,74074,80605,81718,94425,120440,139389,138921,115530,100482,93423,101328,1215938
Yakutsk,2019,51858,51326,65188,73161,70950,93695,115339,118026,92665,78531,69091,79985,959815
Yakutsk (Magan),2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Yamburg,2019,5413,5462,5470,5433,5101,4930,4175,4841,4988,5110,5393,5120,61436
Yaroslavl (Tunoshna),2019,1836,1770,1828,1555,1930,4187,5215,5704,5164,3881,2966,3276,39312
Yartsevo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Abakan,2018,11851,10504,11591,12323,14314,19935,25213,25507,19295,15815,15645,16545,198538
Aikhal,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Loss,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Amderma,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Anadyr,2018,5128,4447,5456,7650,8364,10563,13402,13751,10065,9142,8305,8752,105025
Anapa (Vitjazevo),2018,40338,32232,32232,56658,94249,219472,294101,311263,207505,81880,61219,130104,1561253
Apatite (Khibiny),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Vaskovo),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Talagy),2018,61727,56015,65240,67853,80438,97057,107634,107201,89288,77970,67523,79813,957759
Astrakhan (Narimanovo),2018,39578,37537,42383,50028,56043,46546,56329,59163,62552,58877,43975,50274,603285
Trip,2018,0,0,0,0,0,0,342,360,280,194,196,125,1497
Barnaul (Titov Name),2018,0,0,0,0,0,0,56898,58984,52682,40381,39946,22626,271517
In Salah,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
white Mountain,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgorod,2018,0,0,0,0,0,0,0,54722,49487,39644,26707,15505,186065
Novy Urengoy,2018,3646,3274,4105,5537,6834,6816,6928,7319,5832,6304,6819,5765,69179
Belushi,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beringovsky (Branch PCF ""A / P Chukotka"")",2018,0,0,0,0,0,0,0,403,225,318,278,111,1335
Blagoveshchensk,2018,29161,27966,30016,29923,32882,32420,38058,39776,40830,36961,36462,34041,408496
Bovanenkovo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogorodskoe,2018,0,0,0,0,0,0,234,214,215,242,215,102,1222
Bodaybo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryansk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Bugulma,2018,3164,2917,3730,3460,3825,4106,3278,2954,3801,4131,3909,3570,42845
Varandey,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Верхневилюйск,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Vizhas,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Viljujsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladivostok (Knevichi),2018,162978,151351,168479,192817,201189,232715,287919,310634,278218,240483,200803,220690,2648276
Vladikavkaz (Beslan),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Volgograd (Gumrak),2018,80860,69903,76312,82861,98856,131577,113791,108242,103163,98060,89273,95718,1148616
Vologda,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Volokovaya,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorkuta,2018,1416,1337,1661,1500,1812,2141,2450,3046,2264,1937,1238,1891,22693
Voronezh (Chertovitskoe),2018,44476,40097,44615,47830,66153,86780,88692,88488,82042,70163,54836,64925,779097
Gelendzhik,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorno-Altaisk,2018,0,0,0,0,0,0,11683,11811,8035,3497,2306,3394,40726
Terrible (North),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
deputy,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekaterinburg (Koltsovo),2018,381753,336692,392763,421672,485899,629099,657294,672918,619903,518438,422042,503498,6041971
Erbogaçen,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigansk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhukovsky,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulf Lawrence (Lawrence),2018,0,0,0,0,0,0,0,1072,697,611,444,257,3081
Zeyskaya,2018,0,0,0,0,0,0,278,212,182,252,229,105,1258
Zыrjanka,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivanovo (Yuzhny),2018,496,756,862,411,667,2331,4023,4309,3432,1552,1997,1894,22730
Igarka,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhevsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhma,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiga,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Inta,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshkar-Ola,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Irkutsk,2018,137330,135018,149885,147448,161482,192665,250391,259892,213076,183607,170150,181904,2182848
Kaliningrad (Hrabrovo),2018,116367,97799,124927,153803,198729,244200,251843,267604,203343,180673,158096,181580,2178964
Kaluga,2018,0,0,0,0,0,0,7156,7142,5830,4585,3927,2604,31244
Karatayka,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo,2018,29966,24417,31259,36443,43348,46586,52751,51830,51443,42820,41769,41148,493780
Keperveem,2018,1190,1364,1625,2160,2125,2320,2358,2740,2101,2327,1656,1997,23963
Ust-kut,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirov,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Kogalym,2018,10534,10077,10534,10285,12145,12366,12900,13160,12387,10794,10271,11405,136858
Kodinsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Komsomolsk-on-Amur,2018,846,708,776,686,924,246,322,332,344,281,203,515,6183
Kondinskoye,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotkin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlas,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar (Paszkowski),2018,283321,254067,289648,313030,357395,386336,429293,440925,401131,377506,320106,350251,4203009
Krasnoselkup,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk (Emelyanovo),2018,186888,171424,201643,194209,195161,218019,255208,273243,235095,202890,189243,211184,2534207
Krasnoyarsk (Cheremshanka),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Mound,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurilsk (Clear),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Kursk (Eastern),2018,0,0,0,0,0,0,3544,3928,2461,2418,2289,1331,15971
red,2018,1745,1658,1935,1866,2040,2349,2453,2673,2244,2160,3261,2217,26601
Labozhskoe,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Zabaykalsk,2018,2899,3146,3421,3619,3852,4116,4326,5887,3936,3808,4190,3927,47127
Лешуконское,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipetsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Falcon),2018,0,0,0,0,0,0,44877,46070,38920,37277,29185,17848,214177
Magnitogorsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Mom,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Manila,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
brand,2018,0,0,0,0,0,0,0,438,384,256,172,114,1364
Makhachkala (Uytash),2018,107808,89639,97748,94821,106393,85833,103532,124260,113442,124277,123075,106439,1277267
Mezhdurechensk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezen,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkovo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral water,2018,170104,142692,165319,192856,215672,218231,250863,245426,236959,222496,178383,203546,2442547
Peaceful,2018,24657,20826,24945,25930,28296,32632,36204,35357,30268,29111,25891,28556,342673
Moscow (Vnukovo),2018,1355451,1215640,1371392,1524207,1770032,2182303,2432103,2439290,2262167,1912037,1477608,1812930,21755160
Moscow (Domodedovo),2018,2070002,1773283,2065279,2201021,2536179,3006178,3277260,3304305,2973728,2440995,1905057,2504844,30058131
Moscow (Ostafyevo),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Sheremetyevo),2018,3025847,2756906,3238461,3492370,3606478,4172700,4675714,4706521,4277637,4028057,3705650,3789667,45476008
Мотыгино,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Murmansk,2018,67783,67398,68931,67860,76468,82918,96476,97551,88007,72713,71326,77948,935379
Cape-Stone,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadym,2018,12886,11591,12973,14763,16507,18037,17486,17662,16975,15687,14920,15408,184895
Nazran (Magas / Sleptsovskaya),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nalchik,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Naryan-Mar,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelkan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerungri (Chulman),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nes,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nižneangarsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhnevartovsk,2018,43657,40470,45373,45185,47367,61994,70960,74714,66139,52656,51887,54582,654984
Kazan,2018,104797,101299,119120,130242,149914,190912,209417,227688,209974,179847,146037,160841,1930088
Nizhneudinsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhny Novgorod (Strigino),2018,64228,58094,69330,70733,97861,149100,136807,131040,123091,97462,70886,97148,1165780
lower Pesha,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolaevsk-on-Amur,2018,2090,2266,2580,2612,3128,3528,4794,4738,3958,3504,3281,3316,39795
Nikolskoye,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Novokuznetsk,2018,18587,16465,18674,16023,16822,22543,26371,27657,24029,20436,18990,20600,247197
Novosibirsk (Tolmachyovo),2018,380762,349254,391722,397962,442742,523652,616969,643732,579261,496962,443629,478786,5745433
New Urengoy,2018,71780,64773,72729,75904,82512,77271,85607,87190,84476,76602,76816,77787,933447
Nogliki,2018,0,0,0,0,0,0,0,4127,4350,3891,3206,1416,16990
Norilsk,2018,33188,26519,31011,35337,54401,45480,51567,56873,50059,44730,34822,42181,506168
Noyabrsk,2018,14100,12686,14582,15616,16461,18010,19365,18497,16729,16103,15928,16189,194266
Нюрба,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Luengo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Olekminsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
SUV,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
ohm,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Omolon,2018,0,0,0,0,0,0,0,235,148,192,91,61,727
Omsk (central),2018,70344,61047,68666,67901,78836,105867,123079,132372,114892,91571,84543,90829,1089947
Omsukçan,2018,0,0,0,0,0,0,645,580,440,466,459,235,2825
Orenburg (central),2018,51644,45024,49267,52697,67110,83394,94947,92907,82269,66187,53070,67138,805654
Ossora,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Okha,2018,0,0,0,0,0,0,0,4657,4063,2963,1703,1217,14603
Okhotsk,2018,0,0,0,0,0,0,3125,3163,2842,2691,2040,1260,15121
Palana,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahachi,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevek,2018,1022,1374,1927,2075,1895,2227,2190,2311,2419,2009,2053,1955,23457
Penza,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bolshoye Savino),2018,98582,95138,108455,104099,120976,153231,169785,166807,149093,127804,113068,127913,1534951
Petrozavodsk (Besovets),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Petropavlovsk (Yelizovo),2018,41337,34110,41888,45501,54726,66712,85998,88785,79408,59940,48588,58818,705811
Pechora,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
pioneer,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Plast,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Podkamyennaya Tunguska,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline Osipenko,2018,0,0,0,0,0,0,0,0,36,0,0,3,39
Polar,2018,3731,3730,4372,4294,5580,5171,6045,7908,5410,5488,4920,5150,61799
Providence (Providence Harbor),2018,0,0,0,0,0,0,0,781,534,569,291,198,2373
Pskov (crosses),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabetta,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakkırır,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Salekhard,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Kurumoch),2018,191694,169139,190236,208744,273993,344605,356321,335555,304471,267943,210674,259398,3112773
Sangar,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Petersburg (Pulkovo),2018,1079174,953908,1144252,1282383,1576964,1915565,2103426,2099021,1861651,1547328,1286686,1531851,18382209
Saransk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratov (central),2018,34456,29419,31280,33668,35561,26579,32965,38650,41963,44425,40941,35446,425353
Saskılah,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Svetlogorsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
North-Yenisei,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
North Even,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymçan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Simferopol,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
sheaf,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Sobolevo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Sovetskaya Gavan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Soviet,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Solovki,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Sochi,2018,386437,370764,401125,407664,454938,710250,845984,859539,776977,485820,330222,548156,6577876
Среднеколымск,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Stavropol (Shpakovskoye),2018,33612,29188,33002,32104,31883,32086,34790,33078,35916,33699,30436,32709,392503
Stary Oskol,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Strezhevoy,2018,0,0,0,0,0,0,3738,3820,3129,3282,3155,1557,18681
Samsearn,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Surgut,2018,121283,109755,128066,123730,132863,174667,202987,202407,163180,136143,125904,147362,1768347
Syktyvkar,2018,32540,32292,35647,37544,47196,62944,72843,68460,57317,44794,36225,47982,575784
Taz,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Таксимо,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Talakan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Tambov,2018,1111,1380,1114,1398,1830,2550,3343,3646,1828,1534,1342,1916,22992
Tarko-Sale,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigil,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiksi,2018,776,985,1314,1414,1378,1943,1930,2174,1508,1359,1295,1461,17537
Tilichiki,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobolsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolka,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomsk (Bogashevo),2018,40678,37334,42469,44086,45528,52939,63376,67215,59156,54392,52548,50884,610605
Tugur,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Turukhansk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2018,0,0,0,0,0,0,648,663,632,73,40,187,2243
Tyumen (Plekhanovo),2018,0,0,0,0,0,0,0,0,0,0,0,0,0
